Designator,Mid X,Mid Y,Rotation,Layer
D1,134.18,-112.16,0.0,top
D2,131.46,-98.96,0.0,top
D3,135.35,-85.53,0.0,top
J1,126.8,-85.1,180.0,bottom
R1,138.64,-109.65,90.0,bottom
R2,126.345,-101.43,270.0,bottom
R3,139.89,-88.1,270.0,bottom
SW1,114.165,-88.52,0.0,top
SW2,114.19,-107.585,0.0,top
SW3,114.19,-126.635,0.0,top
U1,134.0,-128.51,180.0,top
